"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","T","Y"
"40",23,"C",1,23,59,109,0,0,0,1,0,1,0,0,0,0,0,12,45,10,"J",1,60,"E",10,70,130,28,12,0,0,0,0,76,30,400,51,1,9,9,3,0,3,50,14,0,0,0,0,0,0,0,0,0,0,0,45,37,1,4.36572062485092
"41",28,"C",0,0,52,129,0,0,0,0,0,0,2,0,0,0,0,12,45,10,"J",1,53,"E",13,70,146,35,12,0,0,0,0,80,31,490,50,1,9,9,2,0,3,57,15,0,0,0,0,0,0,0,0,0,0,0,49,41,1,0.189715522734146
"42",31,"C",0,0,62,137,0,0,0,0,0,1,1,0,0,0,0,12,55,18,"J",1,57,"E",13,70,151,38,12,0,0,0,0,78,33,495,67,1,7,9,3,0,4,52,15,0,0,0,0,0,0,0,0,0,0,0,46,39,0,-6.92763151141802
"43",23,"C",0,0,65,118,0,0,2,0,0,0,0,0,0,0,0,14,65,10,"J",1,83,"B",12,62,129,25,14,0,0,0,0,74,23,620,65,1,9,10,2,0,2,60,18,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0.329298294690645
"44",38,"C",20,15,66,128,0,0,0,0,0,0,2,0,0,0,1,11,45,13,"A",1,50,"E",14,76,142,39,10,1,0,0,0,87,42,430,36,1,9,9,0,2,5,40,22,0,0,0,0,0,0,0,0,0,0,0,48,39,1,1.51458519491113
"45",24,"C",2,8,64,155,0,0,0,0,0,1,0,0,0,0,0,9,35,15,"J",1,33,"E",16,70,157,25,8,0,0,0,0,82,39,430,69,1,9,9,2,0,5,62,19,0,0,0,0,0,0,0,0,0,0,0,46,41,0,-4.84748532796246
"46",26,"C",15,10,62,140,0,0,0,0,0,0,0,0,1,0,0,9,45,14,"J",1,40,"E",16,60,153,27,8,0,0,0,0,78,34,360,70,0,8,8,2,0,7,66,22,0,0,0,0,0,0,0,0,0,0,0,45,40,1,-1.53686128674231
"47",25,"C",0,0,60,145,0,0,0,1,0,2,0,1,0,0,0,12,35,13,"J",1,33,"E",14,80,181,28,8,0,0,0,0,80,33,500,52,0,9,9,3,0,3,39,11,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-3.93211420990312
"48",24,"C",0,0,68,130,0,0,2,0,0,0,0,0,0,1,0,12,55,5,"J",1,77,"E",14,60,150,25,12,0,0,0,0,78,27,600,58,1,9,9,2,0,11,57,18,0,0,0,0,0,0,0,0,0,0,0,47,42,1,-1.14503650432539
"49",25,"C",20,6,65,165,0,0,0,0,0,2,0,0,0,0,0,10,85,12,"J",1,60,"E",11,70,171,29,10,0,0,0,0,83,37,450,61,1,9,9,2,0,9,66,20,0,0,0,0,0,0,0,0,0,0,0,46,38,0,-1.920404296854
"50",23,"C",10,8,61,110,0,1,0,0,0,0,1,1,2,0,0,7,45,20,"J",1,40,"E",13,52,139,26,7,0,0,0,0,80,34,430,57,1,9,10,0,2,4,49,14,0,0,0,0,0,0,0,0,0,0,0,48,42,0,-0.451808196152024
"51",30,"C",0,0,63,155,0,0,0,1,0,0,0,0,1,0,0,12,75,14,"J",1,43,"E",13,100,194,32,9,0,0,0,0,80,30,525,72,1,8,9,2,0,8,68,20,1,0,0,0,0,0,0,0,0,0,0,47,39,0,-6.31075607820349
"52",39,"C",30,19,67,182,0,0,0,0,0,0,1,0,0,0,0,12,75,18,"J",1,40,"E",15,60,188,43,9,0,0,0,0,81,30,575,53,1,9,9,2,0,5,57,19,0,0,0,0,0,0,0,0,0,0,0,47,40,1,3.31260670377387
"53",27,"C",1,12,65,135,0,0,0,1,0,0,1,0,0,1,0,10,75,17,"J",1,70,"E",11,60,163,38,12,0,1,0,0,84,32,490,72,0,9,9,2,0,1,69,22,0,0,0,0,0,0,0,0,0,0,0,46,42,0,1.71065741756734
"54",30,"C",10,16,65,145,2,0,1,0,0,1,1,0,0,0,1,13,85,15,"J",1,73,"E",11,80,168,40,12,0,1,0,0,78,32,620,87,1,9,10,2,0,2,56,18,0,0,0,0,0,0,0,0,0,0,0,46,42,1,-2.2136743416717
"55",28,"C",10,11,64,127,0,3,0,0,0,0,0,0,0,0,0,12,45,12,"J",1,60,"E",12,56,161,30,12,0,0,0,0,80,37,500,58,0,7,9,3,0,9,51,15,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-1.04143528325484
"56",33,"C",0,0,64,145,0,0,0,0,0,0,1,0,0,1,0,12,55,10,"J",1,80,"E",12,78,168,35,12,1,1,0,0,31,12,200,43,0,4,8,6,0,4,58,16,5,1,0,1,0,0,0,1,1,0,3,45,37,0,-0.609082885126482
"57",33,"C",0,0,64,145,0,0,0,0,0,0,1,0,0,1,0,12,55,10,"J",1,80,"E",12,78,168,35,12,1,1,0,0,21,15,400,41,0,2,8,2,0,7,52,16,0,0,0,1,0,0,0,0,0,0,1,46,37,0,-0.361368911844875
"58",25,"C",10,8,63,97,0,0,0,0,0,0,1,1,1,0,0,9,45,13,"J",1,40,"E",13,80,130,26,8,0,0,0,0,78,32,500,46,1,8,9,3,0,1,54,16,0,0,0,0,0,0,0,0,0,0,0,45,42,1,4.69226907158047
"59",26,"C",30,6,61,140,0,0,0,0,0,0,1,0,0,0,0,12,15,10,"J",1,40,"E",10,80,154,31,12,0,0,0,0,79,27,370,59,0,9,9,2,0,7,64,20,5,1,0,0,0,0,0,0,0,0,1,47,38,1,2.07339549323097
"60",27,"C",0,0,64,124,0,0,0,0,0,1,1,0,1,0,0,9,45,10,"J",1,53,"E",14,90,142,29,12,0,2,0,0,84,34,510,75,0,9,9,2,0,14,59,17,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-0.0996152652600439
"61",28,"C",0,0,58,140,0,0,0,0,0,0,1,0,0,0,0,12,35,10,"J",1,53,"B",13,70,158,33,12,0,1,0,0,83,38,500,57,1,8,8,2,0,6,49,14,0,0,0,0,0,0,0,0,0,0,0,46,38,1,-0.699007084318885
"62",29,"C",4,5,62,140,0,0,1,0,0,0,1,0,0,0,0,13,65,15,"J",1,57,"E",13,80,130,31,11,0,0,0,0,82,35,390,83,1,8,9,3,0,3,62,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,4.40037998687111
"63",23,"C",30,9,63,145,4,0,0,0,0,1,0,0,0,0,1,12,65,10,"J",1,57,"E",12,74,161,26,9,1,0,0,1,82,34,400,51,0,7,9,2,0,4,67,20,0,0,0,0,0,0,0,0,0,0,0,45,39,0,0.267999889021234
"64",26,"C",0,0,64,120,0,0,0,0,0,0,0,0,0,0,0,12,45,7,"J",1,70,"E",13,76,139,31,12,0,0,0,0,83,41,410,78,1,9,9,2,0,3,61,18,0,0,0,0,0,0,0,0,0,0,0,48,41,0,-1.47182276681513
"65",39,"C",0,0,66,144,0,0,2,1,0,0,0,0,0,0,0,12,65,12,"J",1,70,"E",13,80,169,40,12,0,2,0,0,82,30,590,73,1,9,9,3,0,6,53,15,0,0,0,0,0,0,0,0,0,0,0,49,41,1,0.918777851143509
"66",31,"C",0,0,62,145,0,0,0,0,0,0,0,0,0,0,0,12,45,9,"J",1,70,"E",13,76,156,37,12,0,1,0,0,83,34,530,88,1,8,9,0,3,8,65,20,0,0,0,0,0,0,0,0,0,0,0,49,39,1,-0.692977514455286
"67",25,"C",0,0,66,145,0,0,0,0,0,1,0,0,1,0,0,12,35,17,"J",1,73,"E",9,78,181,30,15,0,0,0,0,84,38,620,75,1,9,9,2,0,14,44,10,3,0,0,0,0,0,2,0,0,0,2,46,39,0,-7.24724200633801
"68",38,"C",4,22,66,204,0,0,0,1,0,0,0,0,0,0,0,12,95,13,"J",1,60,"E",11,84,215,39,10,0,0,0,0,82,33,710,57,1,9,9,3,0,4,49,15,0,0,0,0,0,0,0,0,0,0,0,47,40,0,-2.90697149184338
"69",29,"C",0,0,63,118,0,0,0,0,0,0,0,0,0,0,0,14,85,7,"J",1,80,"E",13,66,142,35,12,0,0,0,0,80,33,590,68,1,7,9,3,0,2,61,18,0,0,0,0,0,0,0,0,0,0,0,48,42,1,-0.618389321822323
"70",29,"C",0,0,64,148,0,0,0,0,0,0,1,0,0,1,0,12,55,13,"A",1,80,"B",11,60,162,35,12,0,0,0,0,79,31,560,98,0,9,9,2,0,2,57,16,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0.917432794706717
"71",23,"C",10,6,63,110,0,0,0,0,0,0,1,0,2,0,0,10,45,20,"J",1,60,"E",14,80,109,27,12,1,1,0,0,49,16,390,52,1,8,9,3,0,9,61,20,0,0,0,0,0,0,0,0,0,0,0,45,38,0,15.0387849681367
"72",25,"C",6,8,63,104,0,0,0,0,0,0,1,0,0,0,0,12,45,17,"J",1,60,"E",13,74,117,29,12,1,1,0,0,74,28,410,44,0,9,9,3,0,8,52,15,0,0,0,0,0,0,0,0,0,0,0,43,37,1,13.6741870553268
"73",21,"C",20,4,66,160,0,0,0,0,0,0,0,0,0,0,0,12,55,8,"J",1,57,"E",13,70,168,31,12,0,0,0,0,84,31,540,57,0,9,9,2,0,2,54,16,0,0,0,0,0,0,0,0,0,0,0,44,42,0,-0.601790892243667
"74",24,"C",20,7,66,180,0,0,0,0,0,0,1,0,0,0,0,12,25,10,"J",1,50,"E",13,78,182,32,12,0,0,0,0,81,30,680,83,1,8,9,2,0,1,65,16,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-4.06730700387353
"75",28,"C",23,10,65,133,0,0,1,0,0,2,0,0,0,0,0,9,35,15,"J",1,53,"E",11,44,170,40,12,0,0,0,0,76,22,510,51,0,9,10,2,0,6,54,15,0,0,0,0,0,0,0,0,0,0,0,46,42,0,-0.594256625927073
"76",24,"C",10,9,61,115,0,0,0,0,0,1,2,2,1,0,0,8,45,18,"J",1,70,"E",14,60,124,28,12,1,0,0,0,78,29,415,53,1,8,9,2,0,0,58,17,6,2,2,0,0,0,0,0,0,0,1,43,37,1,5.81887108803386
"77",42,"C",10,18,63,119,0,0,0,0,0,1,1,0,2,0,0,12,55,12,"J",1,73,"E",14,68,137,41,12,0,2,0,0,87,33,550,66,0,9,9,3,0,4,57,16,0,0,0,0,0,0,0,0,0,0,0,46,41,0,2.18225882338966
"78",39,"C",0,7,62,135,0,0,0,1,0,0,0,0,0,0,0,12,75,13,"J",1,53,"E",13,74,151,45,8,0,0,0,0,83,34,410,55,1,9,9,0,3,11,56,15,0,0,0,0,0,0,2,0,0,0,1,48,39,1,-0.203771213879699
"79",41,"C",0,9,62,140,0,0,0,0,0,0,0,0,1,0,0,12,65,12,"J",1,50,"E",13,78,149,46,8,0,1,0,0,76,35,425,48,0,9,9,0,2,6,60,16,0,0,0,0,0,0,0,0,0,0,0,45,39,1,0.140897079808282
"80",42,"C",0,0,64,210,2,1,0,0,0,0,0,0,2,0,0,8,65,11,"I",1,70,"B",14,88,276,42,12,0,0,0,0,82,38,390,58,1,8,9,3,0,8,56,18,0,0,0,0,0,0,0,0,0,0,0,48,40,1,22.7810184948936
"81",27,"C",30,7,63,140,0,0,0,0,0,1,1,0,0,0,0,12,45,18,"J",1,63,"E",10,76,146,28,10,0,3,0,0,85,36,490,50,0,9,9,2,0,3,51,16,0,0,0,0,0,0,0,0,0,0,0,43,40,1,0.129686943124416
"82",23,"C",2,8,64,157,1,1,0,0,0,0,2,0,0,0,0,13,35,12,"J",1,43,"E",11,70,160,26,10,0,0,0,0,82,38,350,49,0,8,9,2,1,5,65,19,4,0,0,0,0,0,0,0,0,0,2,46,40,0,1.12940615332839
"83",25,"C",3,8,64,161,1,1,0,0,0,0,0,0,0,0,0,13,55,15,"J",1,57,"E",13,70,166,27,10,0,0,0,0,86,38,365,53,0,8,9,3,0,8,73,20,3,0,0,0,0,0,0,0,0,0,0,46,41,0,0.424517936509334
"84",28,"C",1,9,65,126,0,0,2,4,0,0,1,0,0,0,0,12,45,12,"J",1,70,"E",14,60,151,29,13,0,0,0,0,84,33,640,38,1,9,9,3,0,12,45,13,0,0,0,0,0,0,0,0,0,0,0,45,43,1,-0.741440208279195
"85",30,"C",0,0,58,115,1,0,0,1,0,1,2,0,2,0,0,15,5,6,"J",1,40,"E",13,68,129,32,11,1,1,0,0,80,35,395,63,0,10,10,0,3,7,60,20,0,0,0,0,0,0,0,0,0,0,0,44,37,0,2.98438242020309
"86",27,"C",10,12,65,155,0,0,0,0,0,0,2,0,0,0,0,11,65,10,"J",1,57,"E",14,70,181,30,10,0,0,0,0,78,40,450,53,0,8,9,2,0,6,66,18,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.25290892613331
"87",38,"C",0,0,64,150,1,0,0,0,0,0,0,0,0,0,1,8,85,12,"I",1,50,"B",11,90,177,38,8,1,1,0,0,80,35,675,67,1,8,9,0,2,6,69,19,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-4.89904844048359
"88",29,"C",0,12,67,194,0,0,0,0,0,0,0,0,1,0,0,16,55,8,"J",1,73,"E",11,66,206,31,12,1,0,1,0,82,32,510,58,0,9,9,2,2,8,64,20,0,0,0,0,0,0,0,0,0,0,0,47,38,0,2.28135596557798
"89",29,"C",0,12,67,194,0,0,0,0,0,0,0,0,1,0,0,16,55,8,"J",1,73,"E",11,66,206,31,12,1,0,1,0,84,35,400,54,1,8,9,2,2,8,58,18,0,0,0,0,0,0,0,0,0,0,0,48,38,1,0.0350428149046503
"90",22,"C",30,6,61,97,0,0,0,0,0,0,0,2,0,0,0,11,45,10,"J",1,47,"E",12,68,133,23,9,1,0,0,0,78,39,370,63,0,9,9,3,0,3,72,22,0,0,0,0,0,0,0,0,0,0,0,44,40,1,3.87472661548034
"91",27,"C",0,0,65,202,0,0,0,1,0,1,0,1,0,0,0,12,35,10,"J",1,43,"E",13,80,213,39,12,0,0,0,0,82,35,650,56,0,9,9,3,0,0,54,15,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-2.79566140048007
"92",26,"C",0,0,61,120,0,0,0,0,0,0,0,0,0,0,0,12,35,17,"J",1,43,"E",15,70,134,29,10,0,0,0,0,76,26,475,71,1,9,9,3,0,3,64,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,1.7231069884123
"93",27,"C",0,12,64,115,0,0,1,0,0,0,0,0,1,0,0,14,55,10,"J",1,77,"E",11,82,147,28,13,0,0,0,0,77,38,500,58,1,8,9,1,2,7,61,17,0,0,0,0,0,0,0,0,0,0,0,46,39,0,-0.975997422759316
"94",23,"C",0.5,6,60,92,0,0,0,0,0,0,0,0,1,0,0,9,45,17,"J",1,70,"E",12,56,121,24,12,0,1,0,0,85,34,400,53,0,8,8,2,0,3,53,16,0,0,0,0,0,0,0,0,0,0,0,44,50,1,9.94396757022437
"95",24,"C",0,0,63,100,1,1,0,0,0,1,0,0,0,0,0,11,45,10,"J",1,30,"E",15,70,123,27,9,0,0,0,0,78,34,320,71,0,8,9,3,0,9,61,16,0,0,0,0,0,0,0,0,0,0,0,44,42,1,6.84849261171506
"96",22,"C",5,6,66,130,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,57,"E",13,70,157,25,10,0,0,0,0,83,35,390,66,0,9,9,2,0,4,58,19,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-1.57654472885331
"97",23,"C",20,6,61,118,0,1,0,0,0,0,0,0,0,1,0,10,55,13,"J",1,67,"E",15,70,139,24,12,0,0,0,0,81,34,650,47,1,9,9,3,0,7,50,14,0,0,0,0,0,0,0,0,0,0,0,48,40,1,0.451576391005484
"98",38,"C",0.5,22,61,105,1,0,0,0,0,0,1,0,0,0,0,12,55,20,"J",1,53,"E",11,92,119,39,9,0,3,1,0,72,25,260,52,0,9,9,3,0,12,67,19,0,0,0,0,0,0,0,0,0,0,0,43,41,0,12.4805830026329
"99",29,"C",20,12,66,140,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,57,"E",12,60,157,28,12,1,1,0,0,81,21,430,49,1,9,9,4,0,7,43,13,0,0,0,0,0,0,0,0,0,0,0,47,33,1,-1.45042526477517
"100",25,"C",30,8,62,122,1,0,0,0,0,1,0,1,2,2,0,10,45,10,"J",1,50,"E",12,70,145,28,11,0,0,0,0,82,26,360,60,1,9,9,3,0,8,60,20,6,0,0,0,0,0,0,0,0,0,0,44,41,1,-0.324880615132342
"101",25,"C",0,0,65,115,0,0,0,0,0,2,2,0,0,0,0,12,45,8,"J",1,73,"E",12,60,137,29,16,0,0,0,0,81,27,320,50,0,9,9,3,0,3,55,16,0,0,0,0,0,0,0,0,0,0,0,47,40,0,1.04352483510737
"102",31,"C",0,0,63,146,0,0,0,0,0,0,1,0,0,0,0,12,45,10,"J",1,73,"E",12,70,171,34,12,0,0,0,0,79,29,520,98,0,10,10,2,0,2,52,16,0,0,0,0,0,0,0,0,0,0,0,45,44,0,-2.88859489405005
